ID,USER_ID,EXTERNAL_USER_ID,DEVICE_ID,APP_GROUP_ID,APP_GROUP_API_ID,TIME,DISPATCH_ID,SEND_ID,CAMPAIGN_ID,CAMPAIGN_API_ID,MESSAGE_VARIATION_API_ID,CANVAS_ID,CANVAS_API_ID,CANVAS_VARIATION_API_ID,CANVAS_STEP_API_ID,CANVAS_STEP_MESSAGE_VARIATION_API_ID,GENDER,COUNTRY,TIMEZONE,LANGUAGE,EMAIL_ADDRESS,URL,USER_AGENT,IP_POOL,LINK_ID,LINK_ALIAS,ESP,FROM_DOMAIN,IS_AMP,SF_CREATED_AT
tnTrbtLWl04Y97,1kevwWLaqf7XMyM,YFQTcKH1yvl,EL26SLhL1V66DA,JyWFOSKn8bq,WZp73mI7Rj2dN2,2025-03-10 09:18:19.000 -0700,NFKVMkz8IJr3lF,49PLPdridK8t1y,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,cZ7ibEz9HNe1AQ,,s3yEu4yzY8wOLi,M,US,Asia/Singapore,en,LN80mRFl@appboy-co.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,xyE9eXD,uXyrOD87HwhkL9,rdrhLsY,hEP6jGK,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:04.178 -0800
Jj6gEHzfNeSxBc,1l6eFbKfanyzEmm,CDWDdW2i1K0,XVbxRwjrykAZHa,JyWFOSKn8bq,lzwwlu505uI7xG,2025-01-09 09:39:47.000 -0800,q46OXb33FoScwQ,PT6vDWNraM9X2B,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,4YsgjdEdnYE9Cg,,qCc15m7JCOdVuf,F,US,Asia/Singapore,en,qJxqiobK@braze.com,https://www.example_company.com/,ttgdCmV,6KUgSuNj5sVW4K,Y8dZzQe,bYrRM5l,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
0O8sPeVS9Mof6d,1lW4BumFbeEFpZA,o38dtBm3b8d,AN173UH9vbs1Ol,JyWFOSKn8bq,VuES8zNDsqecBt,2025-05-20 05:22:56.000 -0700,kQD0E7eH1ZpH2L,UGawZlfBBrtic9,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,THyd59nhQ09mfH,,vJ7FBk0W5lPQ9J,M,US,Europe/Oslo,en,Bn3z7gKa@braze-inc.com,https://www.example_company.com/c/redcard/-/N-4tfyn,1tmJAAi,LndXZFkYxF8Uyh,rx6ZF94,0ogxbxy,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
LIquvRSDkOEVDi,2Di4U9Qgv0MXWdu,PYrAfi60I8y,UnNvaSJQmeUTn3,OkIYT1HbF7u,hmE8WjGwOnanY5,2025-06-30 01:26:05.000 -0700,JbuzmJY5Br6Ung,QfJVj6HUqGhXNu,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,JQJ9FBtMFq7EkB,,bKw1Z7QrrX4TOK,F,US,America/Denver,en,keWlkFQE@appboy-co.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,Gd53rbE,DKZrS4BBtzAQ8y,1acc6sP,2xaUL3T,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
y8sGOXAdalD7NK,2Eg2p0NudkZS27A,y4xDwg3vYvo,i6o6BIcbiGJWqx,OkIYT1HbF7u,P7fOqNCMtMcuWb,2023-11-11 09:05:34.000 -0800,jarFGPO4hjmIi2,7UhnttnmJjHxfq,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,qPqxNNlgcsC6er,,aWRn02mkXy7ivY,,US,America/New_York,en,yTWdhaB8@appboy.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,CWHiGv2,2YgrHO9g4g49FY,Z4oAyz3,QPb8zGW,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.545 -0800
qZRhYLmrbneT03,2HNleoY17heUVF6,kwC8Ucop4Zm,EseB5eUp4up1um,OkIYT1HbF7u,IH03NHBbTfS0yd,2025-04-24 07:03:15.000 -0700,6CXsagCMWQ5xjm,HdnmEnYmtI6BwG,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,BWW4RKG2wzeZwy,,o7lHuAFGPw6eK0,M,US,Asia/Singapore,en,V4SEQRyy@braze-inc.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,0xo8PEs,pTzPbSykGAs2LV,BOS64DK,1dxQWSx,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.153 -0800
F1e4POWnj3djiS,2HtDSkP2oY93bXp,G9t5W4FTYp7,SfwH9AmLMUZU7t,OkIYT1HbF7u,Kvlq475GTxd3p8,2023-08-20 03:35:07.000 -0700,eG9q2R5Ydc3Tak,X2A1VtIsVIwlLj,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,9ra8FLwjQAKyPe,,w9FxOu1ZvZP5CM,,US,Indian/Chagos,en,Hz6WorMh@gmail.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,X4XrJFA,18k6oDzaeqvu6m,uOGpYSN,Sqz1XBB,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.153 -0800
wAWapBAAH3Epqm,2JZpf6FjWrCgQlB,Spacw07Pbv5,7IK2WdeVSK6E4y,JyWFOSKn8bq,Xbb05J6DyPlo1Y,2024-02-29 06:53:35.000 -0800,bP61v8fNDYEhTM,DusKsQH8zKgbsy,K0aIMVymi2HTNp7,SKc3PUQ9YauRbrJ,92yR6HPtglfYMk,,,murwRqb7fjEZ61,,1VSLtLWwEcjEaT,M,US,Indian/Chagos,en,godnEUuR@example.com,https://www.example_company.com/,ccrsDuu,sVcR0BpG15cWvh,uE29N3Z,gw91sL4,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.153 -0800
8unSMAFmBWIQcy,2L3ouIwmE0YYsKH,0dtTra45WTp,Y36rZ7PwOg4fDD,JyWFOSKn8bq,xdAHoLqxz9dQIe,2024-11-06 00:17:30.000 -0800,FBOiKdcNrbxCTm,zVlnJdrtwgM63n,K0aIMVymi2HTNp7,SKc3PUQ9YauRbrJ,92yR6HPtglfYMk,,,phabx9WRY5mMyf,,xp3K98ypN4L1mB,F,US,Asia/Singapore,en,cWwR2eVp@braze.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,9qNlSnE,02EYSolYfMSUFR,pe4Tjp2,5R0s0AR,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
dMSuwtaFX0y0MK,2M7CTi5JANGXA6N,x4fyFBZ82Q9,LKLnkkDOxow9aJ,JyWFOSKn8bq,bqALCAtgUznswr,2025-03-19 13:05:44.000 -0700,X90AK5STFtJUwK,rGCMNphS81OZkU,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,IM3VfvfT7lX0PU,,62UsLKupiCLJx4,M,US,Indian/Chagos,en,rpk7sNIl@braze-inc.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,lQc2ALm,qlHxx9mYqlqTwY,77dnFue,bjrj1Dh,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:04.110 -0800
jcXJ921T1kHdLx,2LbMxQZ1tdHCojb,LOfOHVbCSYM,3ewnsnE1Eoqfi6,JyWFOSKn8bq,I5Igw42wChsraV,2023-12-18 23:17:09.000 -0800,dhMI3erGntCSJ6,calsZZz5jzieP7,S8iCiPiSPUTq5fj,2UJenn43fRCXFg8,ryDkt1UTL6Qlkl,,,NEZy60ruSB7xwq,,QEvVwwRfmtO2VW,M,US,Europe/Oslo,en,7Rq1mLh3@example.com,https://www.example_company.com/c/redcard/-/N-4tfyn,n4P3Gg8,6JuAprLmHYFKH6,qpiMFKi,Z1N6eA5,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
yrooS5m7Skbg6a,2LyA0k4sRVvSmjS,5lCbHgzPIxa,C2JFGqSJMUXGK0,JyWFOSKn8bq,ZUORNmuKwR8nZO,2024-05-01 17:47:45.000 -0700,yhZ6w5ePVZgu3A,synlK8E8EbxdZu,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,cdTo3vea5QOkrf,,Rvx0lBXMoj3xz0,F,US,Asia/Singapore,en,KNoU9QSp@gmail.com,https://www.example_company.com/c/redcard/-/N-4tfyn,eObcTsc,a91fpIIls0cAJT,9EJ9Nh2,7ZUtXKA,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
zA9r9zsDJdnHQt,2NbfpqupI36WjuA,HVJMi4fy2Fy,bBZpiwVpo2snVc,OkIYT1HbF7u,hIcwDjakF3cHKK,2024-11-28 12:29:32.000 -0800,wI7fIeJIjIbCJg,UnbPccwTwe0PvY,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,DQ7mXTpGv3WFm6,,xp1dTSHwzAhwvr,F,US,Indian/Chagos,en,GUU8g1r3@braze.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,Z0KOTJG,ojn8D2y36aarJP,IlvAYzC,fcXPAAf,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:53.588 -0800
8DscwDCwRKZElH,2OTvGyIuopb1Sdg,lcls5PzyMUu,oh6W585yHg9bu2,OkIYT1HbF7u,6ifLyWnrt5zMvp,2025-02-04 02:47:24.000 -0800,xXpSZZAkpDwHFa,eGwpRUpOG82gBk,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,DclvCcIxo9WExJ,,28hmbl43ynjLLp,M,US,Indian/Chagos,en,ryHOCQzc@gmail.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,6kPgZzK,WsEhviKVI1lVm8,AWiT0yf,KUE9F6d,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
2RlaW3ZZShv8yu,2QQ9Y1u3lpjnYkp,QTUMVU6EpDg,bOBnAAmY4UIo7t,OkIYT1HbF7u,WFFgFrZRYXwRYN,2023-10-22 11:25:28.000 -0700,PVFhbdIJ13yp1P,O9PH5SuS56UKlX,S8iCiPiSPUTq5fj,2UJenn43fRCXFg8,ryDkt1UTL6Qlkl,,,FfDkD4b3jChk9b,,GwFNzPf3DvEfy0,F,US,America/Denver,en,RmOWvqAT@gmail.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,HOZzTzn,W5V38ux6k18S7S,PBLcwfG,yp5MijQ,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
1XeqjkA6vi7MxN,2T5ZWRkbhLxg4N4,K764zBvID42,WlL833pPmvc75V,OkIYT1HbF7u,WMZ1kCRU5kI6kM,2025-02-06 19:44:19.000 -0800,7cpB7QcWFiJcLf,w7AwRc5W5G1UXC,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,ZmIKvwrInhUCWL,,xV6KYnJFFPSKSB,,US,America/Denver,en,9OCLtL6U@example.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,kklBOQp,JqPAROVOD4uSdt,8Cmu2AB,5G9zVA5,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.957 -0800
pg4gFZfXGz2iui,2WGw441FR554DhY,HkLIfu71bok,Te1ZB8rdeXdzWL,JyWFOSKn8bq,Cdzz91aHnGNtpN,2023-10-21 20:43:00.000 -0700,nTCBmCc03ne6Ms,YDPflgjFyN43Ge,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,z1vyTt4zUgQFqT,,BmWJy92UYSi4Ze,,US,America/New_York,en,NIjlclyo@example.com,https://www.example_company.com/c/redcard/-/N-4tfyn,Q9zHJZI,sBY2cb9Esclw8o,76rVUhS,QjDSk1X,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.477 -0800
LZNqfwUUhIzFnZ,2XNWri5N4sf2CnH,SJe1yZbHcES,ifo7sVV1FJ5TKB,JyWFOSKn8bq,kdAvWOmZSqWWgy,2024-04-17 18:33:28.000 -0700,1ZzQeyIwM7yEPW,o0lIB5zLWJZmhw,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,zytQe90Mm71P2S,,NJEsYNIGlxZxqe,F,US,Indian/Chagos,en,7iMzSgWU@example.com,https://www.example_company.com/,GlwC1zC,mgkBtmifa03HSX,unsJRer,NdToai9,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.325 -0800
P7OU8onSoOyqlU,2XWp1HirNJrTkQE,8k6VDXhnjnC,fyhiHiPDafgk8j,OkIYT1HbF7u,B8vA3x3doJZ1l8,2025-02-04 00:29:24.000 -0800,B7JPp8LL5CYvyE,tY6EJZDUPeLi2Q,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,b5fJr3uQn9NWR7,,fHXYWo0eZW7PUO,M,US,America/New_York,en,Uspi5fe3@braze.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,Y63A4AX,L2J12LzB7edpH3,tNCxtUa,GRgM5hU,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
ZzqYKgWCqRlAQV,2Z5SkMVoSGkGuv0,ynwpa36Axoi,7tW2b8hfsvuMRO,OkIYT1HbF7u,PJ6kCf5QTEecak,2024-01-12 07:40:40.000 -0800,vhxnuHedwRjUUW,7ABHhqyGhrsGgp,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,zJZTPFymlxLPJo,,tZCxeSN8uIDuEd,,US,Asia/Singapore,en,J80hFb5B@appboy-co.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,UEi01s2,ygunDDZfPVPLrN,jihfpDC,N9LgvWM,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
xutbrksBbb2okk,2a69urDNWf6RMmp,ihgomOXC5Gf,e4R9xopb4w0Y8o,JyWFOSKn8bq,wf5QiQVipyD5p0,2025-03-29 21:36:26.000 -0700,JelL5sRBxZJkzc,G1Lw7wC0CQk0DW,5EgQTBmtIJf1qSw,74kkOE3Y5ykuYAr,PvxyefpxSXYBMg,,,0cUIzKgXUNnRvy,,zgD7wadRwxhBAU,F,US,Indian/Chagos,en,dTq2pCQv@example.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,m1E5kpN,ShJf4mLUIJbTuh,c1MWDf6,i7Cc2xB,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:04.110 -0800
mEqncDbAPOMtK4,2ZB6E5w1oEwGsdH,TkomKYV3HHC,v3x4N9pQ010hEl,JyWFOSKn8bq,ChYsxwg64ZiejO,2025-06-04 19:17:05.000 -0700,jHgV9Sikej4Wat,ZoCxXlApO5wJpW,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,xX8SJ4a4yXWWVw,,aDYWND4LR5YBQV,M,US,Asia/Singapore,en,gT2pqIaj@example.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,1SWjIJu,ZCqC2T5Niai6G5,g4FaGu3,V1JZQBt,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:07.753 -0800
MO1LhmH4jJIc1h,2bBqExUTmfjOf24,oUpZT45uRme,bs8DbGi6v6a1fA,OkIYT1HbF7u,meO8FXZDPnvUfs,2025-02-02 08:02:41.000 -0800,gb04stzcExyMg0,2xpFMHhepfpMw2,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,XixIfhr9u6IxQp,,QxXrx1Mb6RM7Mj,M,US,Asia/Singapore,en,1nKyp2Iq@braze-inc.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,TOLIpb5,OAQmoW3ttabE5A,GCozZfR,2vpoXU3,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:59.274 -0800
1jUm7oUSwpZBic,2c2n7jvuL8aFWVu,pvFaVt4XxPA,ImUPXHoNkOtK0a,JyWFOSKn8bq,uuMzOMNp80j1Xf,2024-08-09 02:47:09.000 -0700,PW29uXrwmalrhu,i7QaqLABzFpdiu,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,nm2oj60pkHETMq,,87XOtB87i0lBN8,M,US,Indian/Chagos,en,K8e1zjnT@appboy-co.com,https://www.example_company.com/c/same-day-delivery/-/N-bswkz,07xvap8,OdPElXd7FB1weX,MxhPbxB,KgAGc57,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:14:04.178 -0800
qgfUR4XAf8whcZ,2cndCE4CTbFXZzG,szuDVnNqhL8,iTzv1GUjGuWwm5,OkIYT1HbF7u,df3AGGJudx2IDq,2023-09-02 01:36:30.000 -0700,bYOR8JXZvbLXgv,Py61hVDVatnumL,brmVaZKzH79WRlQ,AYRRmRufHFuB5qX,FSwSab3A9DCkiz,,,sUb9ZaoYoQAVJp,,aQBTLRkroXdjME,F,US,Europe/Oslo,en,pa98XVIV@gmail.com,https://www.example_company.com/,CnuyWUh,A7STxPNl9jkrKU,HJpHgB9,SOJbuU4,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.239 -0800
69BtOCRLXPlV0C,2dFYUYMxBF6XiQN,CRIDoPGpN0q,igLY87PY13sn9i,JyWFOSKn8bq,XryAafqfkpqZ9B,2025-05-31 05:44:28.000 -0700,4tJGDq2Si803jP,CCaS1KTiymuIiw,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,KIzpUQIbp2E340,,J7lwCkgSVpTdTO,M,US,America/Denver,en,WG7M0GxT@appboy.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,qRLnSyc,si8rHZE5Qh4LO6,VpLuhgB,sxnFfpT,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
JthuTUpjLf4X8d,2e0dVNEOoViN43L,2IbZmqxVUaA,TxueNzDMzg78ZP,JyWFOSKn8bq,jiWSRkWA59oNXJ,2024-09-07 04:55:48.000 -0700,pPkArrSi93OgpD,ENlWjddcHRlcAP,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,4jwSojIJdPTWz6,,SC7HoOo2DUzg4B,,US,Europe/Oslo,en,hebCul97@appboy-co.com,https://www.example_company.com/c/clearance/-/N-5q0ga?lnk=dNav_clearance,p8pTl91,S00mDgiNI4aiLm,AUioHqL,miCqL2r,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.153 -0800
q4TgZal5QoH7da,2gazF5h9Y7tjdZI,tOtB3GRqprn,MjYjerZRLLmTEW,OkIYT1HbF7u,LCDExT7Miqydr0,2024-01-02 20:06:34.000 -0800,g5Z5vKiIA9iWAZ,OFKBJUMmvM8mYR,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,xTktqinprmYAiW,,eAAI80oBHtN1qC,,US,Asia/Singapore,en,HoJzEVdS@appboy-co.com,https://www.example_company.com/,IWdxa9t,qK1DdvHIKJGVmM,vCnaNYU,LTRUw2e,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.627 -0800
