ID,USER_ID,EXTERNAL_USER_ID,DEVICE_ID,APP_GROUP_ID,APP_GROUP_API_ID,TIME,DISPATCH_ID,SEND_ID,CAMPAIGN_ID,CAMPAIGN_API_ID,MESSAGE_VARIATION_API_ID,CANVAS_ID,CANVAS_API_ID,CANVAS_VARIATION_API_ID,CANVAS_STEP_API_ID,CANVAS_STEP_MESSAGE_VARIATION_API_ID,GENDER,COUNTRY,TIMEZONE,LANGUAGE,EMAIL_ADDRESS,USER_AGENT,IP_POOL,MACHINE_OPEN,ESP,FROM_DOMAIN,IS_AMP,SF_CREATED_AT
25w8RDsxiT8UHC,0lkJBAnvbb9v0OG,CYqk4F2ozPa,NFje9mVdTu2N0K,OkIYT1HbF7u,DHJfNJ5Taeu2XK,2023-10-30 21:05:27.000 -0700,aC1U2PoBkSbIZC,roZrj3urS452hO,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,DxDpvIz5T2KlqI,,Z0KeLAf3kU70U7,,US,America/New_York,en,TTHi5T8P@appboy.com,Bx4OAkX,zjUxvCGoPunlxL,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:45.883 -0800
VvMbCoVX0t3Kdv,0lyd8kfdwYGuMse,RM5yycRjyaq,5mK8SfX0EjGGyj,JyWFOSKn8bq,5QU3XlnGrj8b4L,2025-01-30 15:48:26.000 -0800,zm5YbVrojGmA7Z,aATdRhE1QyQb1k,brmVaZKzH79WRlQ,AYRRmRufHFuB5qX,FSwSab3A9DCkiz,,,jKTqkFi1DvzgYf,,Fm65HPTqDKiM9c,,US,Asia/Singapore,en,PLryuRCj@example.com,y4fZZ23,A9CdX2aUD9ext4,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.388 -0800
EtEFpVw8ujmbE0,0mt1zu5REewc6cz,B7ydCoGP7Gv,AGVSIjUBBqImoW,OkIYT1HbF7u,4QbYeq2umJsO9m,2024-01-12 01:01:19.000 -0800,7y2JsPffnDTQP8,ryuN5ZnUCjZZbm,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,dM5Fn7fDRQcPg2,,sBbeM4GsKlshY9,,US,Asia/Singapore,en,Zct8Khdu@appboy.com,nWqlhkC,XbHTHuxSDxRwSa,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:55.281 -0800
fTDfwnmw1MKBDX,0mz8oSltp3bFQrL,69jVv4pF6pi,h8s6whazKFTnJi,JyWFOSKn8bq,MrjOsfDE9JihLi,2025-04-27 10:27:37.000 -0700,zDxQZ7611xOCyC,18aJl4wTjh5IWP,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,s0PcumGJvdV97Q,,0rOKaudC0YDdJI,M,US,America/New_York,en,OAez07AE@gmail.com,fcPpZU0,d3nBBbfmP9dzIC,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:18.721 -0800
YW9S47GUAGfLKh,0n73rGIhtH04df1,VEjaaCZezXm,5DWBdBG9to5Kqe,OkIYT1HbF7u,y7wTBD3ekSiBG0,2023-07-01 00:39:39.000 -0700,ghIzfYErbpskYd,kor8U8LsFDdfXY,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,u3x6i3nvQLsoEz,,oGNBtBG6gtYCh6,,US,Europe/Oslo,en,8EfgEpNu@braze-inc.com,h49Rssx,yMbh2scGBLBgmj,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:41.507 -0800
4QePOiGXMlKkdM,0ms0Zb4zv4lsnR5,m528M4cE1LR,B8LJbRAKgmH6Qk,OkIYT1HbF7u,nHNyjOzcyUMpgd,2025-05-25 12:57:51.000 -0700,C6vlWbuUdRjJOu,PpcS1KK6d4AswR,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,4Kg8FTe94qSN9W,,FGf3gi61sx7ce9,,US,Indian/Chagos,en,eqQvmbVB@braze-inc.com,yGWJAxa,Jdp6Pnnm9FzzNj,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:25.781 -0800
IFGNBkDdD6UKcG,0mnwXstf737K5gw,LeDdGQhIUId,9a4SY7qdTOt3cL,JyWFOSKn8bq,VBIZgLCJIaDxBG,2025-05-26 18:53:48.000 -0700,PRIjP7xdDeRLqo,2mvsR3GsySndq0,aXBwlxlHWf67tOG,3xMnXxeajZsL6ZC,3TIyuNcnLsga1w,,,msb6bLwWFqqU7h,,9K63Xnw9GR60P2,,US,America/Denver,en,qxWHD8Vz@braze-inc.com,Kzk5Ii3,6Yb98zZsmynXyx,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:25.781 -0800
ZBo1I5iG6yKggH,0nALpNsDmPSPr4c,GHbre58moum,HluBWVbVGf66aX,OkIYT1HbF7u,cacthk8TA7IIog,2025-05-29 07:11:54.000 -0700,IzSVRIVARQBx6V,jPobYLamHYl5ci,brmVaZKzH79WRlQ,AYRRmRufHFuB5qX,FSwSab3A9DCkiz,,,tyZqg6FfeyrnO0,,l3WUHztMVaWEBB,F,US,Asia/Singapore,en,VfjsBcsl@appboy-co.com,AHmfUhp,D1AAWJSKVecdYm,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:25.781 -0800
w4w699KqTc27tZ,0mtnBXiUjexebl0,ENPjmUC4S4Y,WXQCjLNEiD8BeV,JyWFOSKn8bq,twvK8KI4onCnBV,2024-03-13 14:58:02.000 -0700,XEu2qvnNuS7VXi,BXj4KnY5387Zqz,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,8yrt2SAbbs3h1o,,WbhdrPuCRnTDdB,,US,Europe/Oslo,en,yvCUuphK@example.com,OKzLGTT,Z1HQvqLVldtHNs,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.567 -0800
ZXPE3nBel8uDeU,0n2622S8AX0Fmyb,kZMYk8hJBJt,HegvVIC9Dgjg0I,JyWFOSKn8bq,VSGHNzt3a2Pubt,2023-08-06 20:06:40.000 -0700,ytfY7IiNXtPGYK,OU43bvC33TtQ8J,oB23ss81rLGgW74,vgt3wN7sWPbnI4Y,pmpTnlOIDuUJ63,,,bkuCOBvKbgdoRZ,,UHn4pCRxhng4y1,F,US,Indian/Chagos,en,nSxwDvQl@appboy.com,6g32AhY,YBtKwessLPjfy4,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:41.507 -0800
3djYMbKhXPm2rx,0cp9gw5KgFndq1F,dNAUFeoxCKi,VNtkLIoyPEe67Z,OkIYT1HbF7u,o7WspTa5UwFg0t,2024-10-13 20:25:38.000 -0700,GG15nfkNRNYPez,Ro5UpkFlLlpT22,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,RzmoQMoVWlW4EM,,eI5OSYdZImDDmf,,US,Asia/Singapore,en,iMczIL6x@example.com,GGGjsu6,JZ3lsXR15CO6ij,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:08.413 -0800
ENhaTfiinCTkMo,0dAlAANanZ3qp5j,ba8JTbz67Xg,2HeVxBXwt6Xdrt,OkIYT1HbF7u,mvEQePJMUy2Hmr,2023-12-16 01:20:37.000 -0800,gb8OyYXIhQuKxh,3fmxy88wdBjQGg,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,1VDup8C9IFXigQ,,e5QDFJ14K9GrAg,,US,Asia/Singapore,en,YLLUYUHt@braze-inc.com,LGUqwbt,EpYhZGSEVs2A54,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:55.144 -0800
TJ7NeIBbMV34LM,0dZYVWlmmHYF9hL,sgN3B7T3CWQ,CAY98JvoP88MdE,OkIYT1HbF7u,fRAsNYOvVUFaUx,2025-03-31 12:44:40.000 -0700,Mlht7uYsxSiq1q,CWwpnuHfCQibNQ,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,aWwOh8bgpztgIL,,0Sol9JCsvlcKGb,M,US,Indian/Chagos,en,ZntrntOS@gmail.com,n3yF0zx,EJ4OKvO174Zh4A,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:18.400 -0800
24Nen7mIyZmiVf,0dAE4bUgIebfRed,PAtpGyH8jFv,fo1jwg9rEMQnZo,OkIYT1HbF7u,fSnvY1DULwKq4Q,2025-01-22 12:15:03.000 -0800,ijhrGTHRDsWlP1,k3C7URqr00SEWd,S8iCiPiSPUTq5fj,2UJenn43fRCXFg8,ryDkt1UTL6Qlkl,,,UtKsUXSjDQeKaS,,ptOFgu9CgFOFTh,,US,Indian/Chagos,en,fUqMFnCT@braze.com,i52qHgi,zNAzHWw4kPOkGd,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:55.462 -0800
QILOBOdnKjXFkc,0dCUHiUttwrnCuX,jkFFv07I35v,2dwg4UgCAlgCK1,OkIYT1HbF7u,8mqU1HLCmWLfPM,2025-01-21 08:29:23.000 -0800,g16f2wXcrFNHUK,OEFQXuKs3hNJ1U,CgHtfyv6Gab3zPP,Ynq7dF68DtlNRLx,xCnh3rY5bKG4PP,,,os5qWI6FsxKQWt,,t4PGrL3DUU7uOJ,M,US,America/Denver,en,JlUDT2pq@braze-inc.com,VwE9puU,6UHPfh7lX2WlS3,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:55.462 -0800
eVBFCIpb4T5gMO,0dU0zFjKyf0QEAc,eVYwwNrGvz2,EByDCJlJrebGIn,OkIYT1HbF7u,OfwS3Xxfa8EsGb,2024-05-03 01:47:32.000 -0700,cJqHItfAMVTjnU,DYTkxP0nmMoir3,Ze9TMKuruJ4IrEI,8LjjwTI3SCJKEAR,IBn415L0Jwgp6q,,,AadBbV3AqfLlj6,,hge5V8EXleclEH,,US,America/New_York,en,U2xLTCxx@gmail.com,hTDHtuD,uNw5nwBjr1KLOF,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:13:56.746 -0800
J0PGJAdxzZE6gw,0dMqc6rOM3xmWoA,pxwbZTXDf6T,dvtXDsbFunQJtr,JyWFOSKn8bq,bYXdskauiDX3nX,2024-07-20 18:59:14.000 -0700,I1190Hu9X8HwiO,1O755LAhjkqjEg,MvpzegpaMv3ol3M,fWaKPnbbhxYY6G7,NIDvGE1MhlOH2M,,,KlrtP4f8fBUPjV,,OqdSeRRH1r8y9k,M,US,America/Denver,en,o0oPsvqW@gmail.com,FRYYbUh,Y7FufGUF9w3MhU,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:08.072 -0800
ghD65P0HaSgIGb,0dGesCg86GF0pyd,UJdGpCbrz3Z,yS14sRcGlcsnRE,JyWFOSKn8bq,X60GqenCwor5M1,2024-11-06 10:09:36.000 -0800,03Y4nn8QBs6F1z,7oEmymIqUjaiUm,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,hZv6bS7j1rHBBW,,4s9XRFTbsT6kTE,,US,Asia/Singapore,en,Hz8ocUnw@braze.com,GnSvvpQ,3zu8EHy5aPQWid,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:08.413 -0800
IciHDbaUTGN4ed,0de8AwtzglvLU0F,QZnx8g4bVFU,HpfvBOLDb1fgNS,OkIYT1HbF7u,9c89qfFkwThvsO,2025-05-23 09:49:18.000 -0700,MjpWgPRX1zh4Kj,izbKZAIIgOLnVT,z9K6Mn2xXvL1dEp,eUO50l724rERGDk,3Wg80fScJSx21Y,,,ecgajUTlNKPxTv,,QgabNSoY9SsUgr,F,US,Europe/Oslo,en,11CtHFpS@appboy-co.com,kagAaZP,92w6BRwcfAzQLX,,Sparkpost,marketing-emails@company.com,FALSE,2021-12-14 11:12:25.566 -0800
